timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
28,-1,-4,5,8,-1,-2,-1,-3
28.005,-3,-15,-7,-19,-6,2,2,4
28.01,-3,-5,-8,-3,-2,-4,-6,-5
28.015,3,23,5,2,-2,0,-1,-1
28.02,-3,17,4,7,5,-4,-1,1
28.025,0,-3,2,-8,-9,-1,0,-3
28.03,2,16,6,6,8,1,2,3
28.035,2,40,3,-7,-7,-1,-2,0
28.04,-4,0,-5,1,8,0,0,-3
28.045,-4,-16,-2,-2,-6,-2,-2,-1
28.05,-5,-24,-5,6,1,1,-2,-2
28.055,-7,-43,15,-1,0,-2,-3,-4
28.06,1,-1,-5,1,-14,0,1,0
28.065,-4,-9,-17,7,5,-1,-1,-4
28.07,-2,-8,-3,-11,-12,-4,0,-5
28.075,6,33,1,13,12,2,0,2
28.08,-3,4,-1,1,-2,-2,2,0
28.085,2,0,6,4,-5,0,0,2
28.09,2,30,-19,0,2,-5,-6,-3
28.095,-3,-3,1,-5,-2,3,1,0
28.1,10,59,-10,-1,-5,-1,0,1
28.105,3,-6,-12,1,-2,-4,-4,0
28.11,-3,7,10,0,-2,1,0,1
28.115,-1,21,5,0,-1,-2,-2,-1
28.12,-10,-66,-1,-8,-6,-3,0,-2
28.125,4,19,2,3,10,-2,-2,-1
28.13,-5,-32,7,7,4,2,3,0
28.135,-4,-13,-5,-1,-2,-1,-3,-6
28.14,1,7,-4,5,5,-3,-2,-2
28.145,-2,1,6,-9,-6,1,1,-2
28.15,2,-6,8,-1,-3,0,1,1
28.155,-3,-11,-20,2,0,-2,-2,-2
28.16,0,-10,2,-15,-11,-4,-2,-1
28.165,-2,-1,2,13,6,-1,-4,-2
28.17,-2,11,-6,-3,-4,-1,-1,-2
28.175,-11,-53,-2,8,-2,-1,-1,-2
28.18,9,60,-17,-17,-1,-1,-1,0
28.185,-6,-37,1,-2,-3,0,0,2
28.19,1,9,-7,4,0,-1,-4,-4
28.195,-1,9,11,-9,-3,-2,0,-1
28.2,-5,-3,-20,14,5,-2,-4,-5
28.205,6,40,0,-4,-4,-2,-2,-2
28.21,-11,-52,12,-2,-2,3,0,0
28.215,3,25,-11,-3,-2,-2,-2,0
28.22,-3,-25,8,-11,-12,-1,-1,-3
28.225,1,13,5,-9,-9,-1,1,1
28.23,-3,-16,-9,-6,5,-2,-2,0
28.235,-2,-34,1,-19,-10,3,0,-1
28.24,2,30,18,-2,-5,-1,1,-1
28.245,7,43,-2,4,3,-1,2,0
28.25,-3,-12,4,5,-2,-3,-2,-1
28.255,-13,-85,8,-5,0,-2,0,-2
28.26,-3,4,-7,5,4,-1,0,-1
28.265,0,-3,-4,-13,-6,0,-3,-1
28.27,-7,-22,-8,13,4,-1,-1,-2
28.275,-3,-11,3,-1,1,0,1,0
28.28,-2,-15,-2,6,-2,1,1,-3
28.285,-1,5,7,-6,-2,-4,1,3
28.29,1,6,-4,5,4,2,0,-1
28.295,-2,-24,-2,-2,-7,-2,-2,-1
28.3,-6,-74,3,-9,-5,2,3,6
28.305,-2,7,-6,1,0,-4,-3,-3
28.31,1,-2,17,-10,-15,0,-2,2
28.315,-3,3,-20,26,10,-3,-2,-4
28.32,-1,-5,-2,-2,-5,-2,-1,-2
28.325,1,-13,4,6,-5,2,1,-2
28.33,-2,-9,-1,-4,9,-1,-1,-1
28.335,2,21,4,-9,-7,-1,-2,-2
28.34,2,5,-5,-10,-6,-2,0,-1
28.345,-2,10,14,8,8,-1,-1,-2
28.35,-13,-63,4,-11,0,-3,-3,-6
28.355,2,14,-10,4,1,0,1,1
28.36,-1,4,-1,2,-5,-4,-3,-2
28.365,3,24,-12,-19,-6,-2,1,3
28.37,-4,-13,-9,5,8,-1,-3,-5
28.375,3,41,24,4,1,-2,-3,0
