timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
15,-1,-2,0,0,-1,0,-1,-5
15.005,-2,-2,-2,-3,-3,1,-2,-2
15.01,-1,-4,-1,-4,-5,-2,-4,-1
15.015,0,2,1,2,-3,-1,-2,-2
15.02,-1,-1,-4,-5,1,-2,1,-1
15.025,1,1,0,-4,0,-2,0,0
15.03,1,0,-1,1,0,-2,-2,-3
15.035,-1,-2,-2,-1,-1,-2,-2,-2
15.04,-1,0,-1,0,-2,-3,-2,1
15.045,-1,0,0,2,-2,-1,0,-2
15.05,-1,1,-3,-4,-2,-1,0,-1
15.055,1,-3,1,-2,-2,-2,0,-3
15.06,-2,-4,-2,1,-1,-1,-3,0
15.065,-2,-3,-2,-1,0,0,0,0
15.07,-1,-4,1,2,-1,-2,-2,0
15.075,-2,-5,-5,-5,-3,-1,-4,-2
15.08,-1,-2,2,0,-3,2,-2,-3
15.085,-2,-1,-3,-2,1,0,-1,-1
15.09,-1,2,2,4,1,1,6,2
15.095,-2,0,-8,-6,-1,-3,-4,-1
15.1,0,-2,-2,-6,-1,-3,-6,-2
15.105,-1,-1,-2,-1,-3,0,-1,0
15.11,1,-2,0,-2,2,-1,-1,0
15.115,1,-1,-2,0,0,0,8,3
15.12,-1,-1,1,1,-1,-4,-8,-4
15.125,1,-2,-3,-4,3,-1,4,-3
15.13,-2,-5,2,-1,-5,-3,-5,-5
15.135,-8,-3,-7,-6,-6,-3,-5,-4
15.14,3,-3,-11,-6,-1,-1,-7,2
15.145,4,4,6,5,-1,1,3,1
15.15,3,5,-9,-10,3,0,2,2
15.155,2,6,10,16,5,3,0,-1
15.16,-2,0,3,-1,-2,4,6,2
15.165,0,3,8,18,7,4,-2,3
15.17,-10,-4,-12,-24,-10,0,-2,-3
15.175,0,-3,-1,-6,3,-4,3,-4
15.18,-2,-6,3,11,-8,-1,-4,-1
15.185,4,3,-1,-10,-4,-3,2,4
15.19,-3,-3,-12,-11,-6,-6,-9,-19
15.195,-3,5,2,-1,12,3,6,4
15.2,-8,-4,-4,-19,-16,-6,-3,-4
15.205,-2,2,7,12,1,-3,-1,0
15.21,2,5,14,17,7,2,9,9
15.215,3,-4,-11,-2,-4,1,-2,1
15.22,-1,-1,-5,2,3,-4,-11,-9
15.225,-3,-7,9,-8,-11,3,-1,-1
15.23,6,4,4,12,7,6,-3,4
15.235,-9,-11,-8,-10,-11,7,-4,-7
15.24,2,-3,-8,-21,-2,12,6,4
15.245,-8,-2,-15,-3,5,-4,-3,-8
15.25,1,0,6,12,3,-13,3,1
15.255,5,1,12,7,-1,-3,0,2
